timestamp,zone_id,node_id,tilt_x_deg,tilt_y_deg,displacement_mm,strain_ue,vibration_amp,risk_level
2026-03-01 08:00:18,Zone B,NODE_C1,1.7081,0.814,9.008,293.92,0.3953,Warning
2026-03-01 08:00:19,Zone A,NODE_A1,-0.0403,0.0307,0.552,80.33,0.002,Normal
2026-03-01 08:00:19,Zone A,NODE_B1,0.0362,0.0029,0.659,119.71,0.0154,Normal
2026-03-01 08:00:19,Zone B,NODE_C1,1.3315,1.4172,7.572,350.0,0.1238,Warning
2026-03-01 08:00:20,Zone A,NODE_A1,0.0047,0.0106,0.601,86.79,0.002,Normal
2026-03-01 08:00:20,Zone A,NODE_B1,0.051,-0.0063,0.557,104.67,0.0215,Normal
2026-03-01 08:00:20,Zone B,NODE_C1,1.5249,1.1615,11.263,308.89,0.2137,Warning
2026-03-01 08:00:21,Zone A,NODE_A1,-0.0096,0.0162,0.66,97.62,0.007,Normal
2026-03-01 08:00:21,Zone A,NODE_B1,0.0241,-0.0134,0.824,133.29,0.0253,Normal
2026-03-01 08:00:21,Zone B,NODE_C1,1.1901,1.3611,9.838,310.46,0.2552,Warning
2026-03-01 08:00:22,Zone A,NODE_A1,0.0213,-0.0146,0.567,108.71,0.015,Normal
2026-03-01 08:00:22,Zone A,NODE_B1,-0.0427,-0.0056,0.831,92.05,0.0251,Normal
2026-03-01 08:00:22,Zone B,NODE_C1,1.456,1.2257,9.778,263.08,0.2861,Warning
2026-03-01 08:00:23,Zone A,NODE_A1,-0.0137,0.0241,0.524,83.14,0.0023,Normal
2026-03-01 08:00:23,Zone A,NODE_B1,0.0088,0.0315,0.854,103.5,0.0311,Normal
2026-03-01 08:00:23,Zone B,NODE_C1,1.351,1.0058,10.218,246.56,0.1674,Warning
2026-03-01 08:00:24,Zone A,NODE_A1,-0.0151,-0.0175,0.606,124.56,0.0083,Normal
2026-03-01 08:00:24,Zone A,NODE_B1,0.0094,0.0098,0.548,109.28,0.0023,Normal
2026-03-01 08:00:24,Zone B,NODE_C1,1.3807,0.9346,10.735,335.98,0.2713,Warning
2026-03-01 08:00:25,Zone A,NODE_A1,0.0241,0.0142,0.478,102.03,0.002,Normal
2026-03-01 08:00:25,Zone A,NODE_B1,0.0204,0.0266,0.658,144.14,0.0214,Normal
2026-03-01 08:00:25,Zone B,NODE_C1,1.4016,1.5306,8.419,316.17,0.2947,Warning
2026-03-01 08:00:26,Zone A,NODE_A1,0.0866,-0.0383,0.399,87.21,0.0093,Normal
2026-03-01 08:00:26,Zone A,NODE_B1,0.0561,-0.0534,0.363,115.44,0.0303,Normal
2026-03-01 08:00:26,Zone B,NODE_C1,1.0754,1.1984,7.424,344.94,0.3744,Warning
2026-03-01 08:00:27,Zone A,NODE_A1,-0.0064,-0.07,0.794,95.94,0.008,Normal
2026-03-01 08:00:27,Zone A,NODE_B1,0.0633,0.0062,0.642,113.89,0.078,Normal
2026-03-01 08:00:27,Zone B,NODE_C1,1.3756,1.101,9.885,276.5,0.3298,Warning
2026-03-01 08:00:28,Zone A,NODE_A1,-0.0274,-0.015,0.572,107.26,0.0039,Normal
2026-03-01 08:00:28,Zone A,NODE_B1,0.0571,0.0639,0.526,105.44,0.02,Normal
2026-03-01 08:00:28,Zone B,NODE_C1,1.6878,1.1231,11.923,292.03,0.4449,Warning
2026-03-01 08:00:29,Zone A,NODE_A1,0.0714,-0.0187,0.725,109.62,0.0183,Normal
2026-03-01 08:00:29,Zone A,NODE_B1,0.0679,-0.0052,0.599,84.04,0.0104,Normal
2026-03-01 08:00:29,Zone B,NODE_C1,1.6611,1.0461,11.092,335.07,0.2859,Warning
2026-03-01 08:00:30,Zone A,NODE_A1,0.067,-0.0583,0.243,97.0,0.0092,Normal
2026-03-01 08:00:30,Zone A,NODE_B1,0.0198,0.0241,0.818,88.38,0.0049,Normal
2026-03-01 08:00:30,Zone B,NODE_C1,1.3916,0.912,8.875,258.22,0.275,Warning
2026-03-01 08:00:31,Zone A,NODE_A1,0.0434,-0.0445,0.641,88.46,0.0029,Normal
2026-03-01 08:00:31,Zone A,NODE_B1,-0.0078,-0.0402,0.621,110.86,0.0211,Normal
2026-03-01 08:00:31,Zone B,NODE_C1,0.7293,0.9601,10.185,286.63,0.2623,Warning
2026-03-01 08:00:32,Zone A,NODE_A1,0.0315,0.0165,0.455,87.64,0.0069,Normal
2026-03-01 08:00:32,Zone A,NODE_B1,0.1,-0.0009,0.556,77.12,0.0248,Normal
2026-03-01 08:00:32,Zone B,NODE_C1,1.4441,1.1623,15.0,323.59,0.2698,Warning
2026-03-01 08:00:33,Zone A,NODE_A1,-0.0234,-0.0662,0.587,84.39,0.002,Normal
2026-03-01 08:00:33,Zone A,NODE_B1,-0.0298,-0.0271,0.552,98.4,0.0398,Normal
2026-03-01 08:00:33,Zone B,NODE_C1,1.2123,1.4374,11.387,289.76,0.3984,Warning
2026-03-01 08:00:34,Zone A,NODE_A1,0.0127,-0.0401,0.824,107.7,0.0085,Normal
2026-03-01 08:00:34,Zone A,NODE_B1,0.0064,-0.0134,0.859,90.36,0.0152,Normal
2026-03-01 08:00:34,Zone B,NODE_C1,0.9504,1.2126,8.629,275.39,0.2326,Warning
2026-03-01 08:00:35,Zone A,NODE_A1,-0.0202,-0.0083,0.4,102.87,0.002,Normal
2026-03-01 08:00:35,Zone A,NODE_B1,0.0182,0.0237,0.637,113.56,0.0054,Normal
2026-03-01 08:00:35,Zone B,NODE_C1,1.3684,1.2002,8.04,292.98,0.3401,Warning
2026-03-01 08:00:36,Zone A,NODE_A1,-0.0484,0.009,0.431,108.27,0.0059,Normal
2026-03-01 08:00:36,Zone A,NODE_B1,0.0298,-0.0859,0.581,105.4,0.017,Normal
2026-03-01 08:00:36,Zone B,NODE_C1,1.4596,0.7677,9.681,253.67,0.2279,Warning
2026-03-01 08:00:37,Zone A,NODE_A1,0.0117,-0.0401,0.481,116.11,0.0044,Normal
2026-03-01 08:00:37,Zone A,NODE_B1,-0.0002,0.0487,0.766,99.15,0.0096,Normal
2026-03-01 08:00:37,Zone B,NODE_C1,1.9085,1.2154,9.435,301.13,0.2317,Warning
2026-03-01 08:00:38,Zone A,NODE_A1,0.013,-0.0154,0.76,102.58,0.0023,Normal
2026-03-01 08:00:38,Zone A,NODE_B1,-0.0008,0.0306,0.602,105.21,0.0303,Normal
2026-03-01 08:00:38,Zone B,NODE_C1,1.3724,1.5151,11.368,280.22,0.3761,Warning
2026-03-01 08:00:39,Zone A,NODE_A1,-0.0043,-0.0813,0.369,64.33,0.0207,Normal
2026-03-01 08:00:39,Zone A,NODE_B1,0.0077,-0.0453,0.652,106.41,0.0141,Normal
2026-03-01 08:00:39,Zone B,NODE_C1,1.5058,1.1471,11.188,245.64,0.3715,Warning
2026-03-01 08:00:40,Zone A,NODE_A1,0.0218,-0.0245,0.664,138.87,0.0336,Normal
2026-03-01 08:00:40,Zone A,NODE_B1,0.0029,0.0241,0.486,97.74,0.0245,Normal
2026-03-01 08:00:40,Zone B,NODE_C1,1.3179,1.0045,10.662,300.01,0.363,Warning
2026-03-01 08:00:41,Zone A,NODE_A1,-0.0079,-0.0194,0.374,90.0,0.0039,Normal
2026-03-01 08:00:41,Zone A,NODE_B1,0.0332,0.0437,0.796,130.79,0.0141,Normal
2026-03-01 08:00:41,Zone B,NODE_C1,1.5522,0.9452,7.56,236.64,0.3997,Warning
2026-03-01 08:00:42,Zone A,NODE_A1,0.0329,-0.0119,0.6,77.74,0.0106,Normal
2026-03-01 08:00:42,Zone A,NODE_B1,0.0129,0.0116,0.917,118.85,0.046,Normal
2026-03-01 08:00:42,Zone B,NODE_C1,1.1024,1.1943,13.188,330.36,0.4075,Warning
2026-03-01 08:00:43,Zone A,NODE_A1,-0.0079,-0.0446,0.527,99.0,0.0134,Normal
2026-03-01 08:00:43,Zone A,NODE_B1,0.0583,-0.0106,0.63,126.06,0.002,Normal
2026-03-01 08:00:43,Zone B,NODE_C1,1.1543,0.8976,6.821,314.7,0.2859,Warning
2026-03-01 08:00:44,Zone A,NODE_A1,-0.0351,-0.0553,0.49,128.04,0.0038,Normal
2026-03-01 08:00:44,Zone A,NODE_B1,-0.0194,0.0048,0.649,90.21,0.0098,Normal
2026-03-01 08:00:44,Zone B,NODE_C1,1.2423,1.2392,13.128,323.8,0.2585,Warning
2026-03-01 08:00:45,Zone A,NODE_A1,-0.0287,0.0801,0.561,98.25,0.0035,Normal
2026-03-01 08:00:45,Zone A,NODE_B1,0.0192,0.006,0.673,148.55,0.002,Normal
2026-03-01 08:00:45,Zone B,NODE_C1,1.0232,1.049,12.507,210.47,0.3673,Warning
2026-03-01 08:00:46,Zone A,NODE_A1,0.0536,-0.0826,0.488,91.31,0.0297,Normal
2026-03-01 08:00:46,Zone A,NODE_B1,0.0148,0.0285,0.775,90.1,0.0095,Normal
2026-03-01 08:00:46,Zone B,NODE_C1,1.5339,1.3543,11.099,256.13,0.238,Warning
2026-03-01 08:00:47,Zone A,NODE_A1,0.0271,-0.0528,0.678,93.67,0.0192,Normal
2026-03-01 08:00:47,Zone A,NODE_B1,0.0069,0.0182,0.688,134.7,0.0041,Normal
2026-03-01 08:00:47,Zone B,NODE_C1,1.0482,1.2186,9.243,299.78,0.1799,Warning
2026-03-01 08:00:48,Zone A,NODE_A1,0.0423,-0.0165,0.456,116.88,0.0045,Normal
2026-03-01 08:00:48,Zone A,NODE_B1,0.0661,-0.0514,0.763,88.8,0.0095,Normal
2026-03-01 08:00:48,Zone B,NODE_C1,0.7795,1.4393,10.18,287.1,0.2364,Warning
2026-03-01 08:00:49,Zone A,NODE_A1,0.024,-0.0113,0.749,100.06,0.0083,Normal
2026-03-01 08:00:49,Zone A,NODE_B1,0.0253,0.0854,0.751,100.66,0.0324,Normal
2026-03-01 08:00:49,Zone B,NODE_C1,1.1955,1.1037,10.426,273.81,0.2177,Warning
2026-03-01 08:00:50,Zone A,NODE_A1,0.0169,-0.0442,0.623,67.35,0.0158,Normal
2026-03-01 08:00:50,Zone A,NODE_B1,0.0036,0.0284,0.893,133.56,0.0197,Normal
2026-03-01 08:00:50,Zone B,NODE_C1,0.8398,0.8441,8.675,290.78,0.3214,Warning
2026-03-01 08:00:51,Zone A,NODE_A1,-0.0154,-0.0035,0.414,86.99,0.0051,Normal
2026-03-01 08:00:51,Zone A,NODE_B1,-0.0292,0.0569,0.517,118.61,0.0116,Normal
2026-03-01 08:00:51,Zone B,NODE_C1,0.8616,1.1987,10.133,264.25,0.336,Warning
2026-03-01 08:00:52,Zone A,NODE_A1,-0.0101,-0.0057,0.98,96.27,0.0061,Normal
2026-03-01 08:00:52,Zone A,NODE_B1,0.0077,0.0185,0.677,104.98,0.0123,Normal
2026-03-01 08:00:52,Zone B,NODE_C1,1.1433,1.4625,11.074,273.13,0.3306,Warning
2026-03-01 08:00:53,Zone A,NODE_A1,0.044,0.0118,0.267,84.91,0.0374,Normal
2026-03-01 08:00:53,Zone A,NODE_B1,0.0113,-0.0362,0.616,125.97,0.0237,Normal
2026-03-01 08:00:53,Zone B,NODE_C1,1.3299,1.212,11.745,315.02,0.3167,Warning
2026-03-01 08:00:54,Zone A,NODE_A1,0.0075,-0.0681,0.627,101.74,0.003,Normal
2026-03-01 08:00:54,Zone A,NODE_B1,0.0486,0.0147,0.717,106.8,0.0638,Normal
2026-03-01 08:00:54,Zone B,NODE_C1,1.2901,1.2363,9.851,290.89,0.3551,Warning
2026-03-01 08:00:55,Zone A,NODE_A1,-0.0081,-0.0066,0.467,90.18,0.002,Normal
2026-03-01 08:00:55,Zone A,NODE_B1,0.0092,-0.0265,0.842,106.08,0.0068,Normal
2026-03-01 08:00:55,Zone B,NODE_C1,1.3337,1.3894,10.154,320.96,0.1612,Warning
2026-03-01 08:00:56,Zone A,NODE_A1,0.0193,0.0211,0.565,117.18,0.042,Normal
2026-03-01 08:00:56,Zone A,NODE_B1,0.0628,-0.0139,0.574,72.73,0.0178,Normal
2026-03-01 08:00:56,Zone B,NODE_C1,1.1886,1.3907,12.643,274.31,0.2464,Warning
2026-03-01 08:00:57,Zone A,NODE_A1,0.0001,-0.0571,0.385,79.93,0.002,Normal
2026-03-01 08:00:57,Zone A,NODE_B1,-0.0069,-0.0577,0.469,93.94,0.0539,Normal
2026-03-01 08:00:57,Zone B,NODE_C1,1.4707,1.2969,9.415,288.52,0.334,Warning
2026-03-01 08:00:58,Zone A,NODE_A1,-0.0293,0.0034,0.58,106.86,0.014,Normal
2026-03-01 08:00:58,Zone A,NODE_B1,-0.0349,0.0126,0.572,101.02,0.0037,Normal
2026-03-01 08:00:58,Zone B,NODE_C1,1.1407,1.3378,12.357,272.88,0.2134,Warning
2026-03-01 08:00:59,Zone A,NODE_A1,0.0265,-0.0293,0.664,101.65,0.0135,Normal
2026-03-01 08:00:59,Zone A,NODE_B1,-0.0331,-0.0194,0.675,104.56,0.0025,Normal
2026-03-01 08:00:59,Zone B,NODE_C1,1.446,1.1572,10.402,309.76,0.4408,Warning
2026-03-01 08:01:00,Zone A,NODE_A1,0.0038,-0.0379,0.302,84.84,0.0193,Normal
2026-03-01 08:01:00,Zone A,NODE_B1,-0.0094,0.0097,0.754,94.09,0.002,Normal
2026-03-01 08:01:00,Zone B,NODE_C1,1.2959,1.3377,14.348,274.07,0.2408,Warning
2026-03-01 08:01:01,Zone A,NODE_A1,0.0465,0.0139,0.882,108.51,0.0239,Normal
2026-03-01 08:01:01,Zone A,NODE_B1,0.0074,0.0427,0.713,116.08,0.0327,Normal
2026-03-01 08:01:01,Zone B,NODE_C1,1.4788,1.3133,11.905,331.46,0.3319,Warning
2026-03-01 08:01:02,Zone A,NODE_A1,0.0042,-0.0049,0.767,83.3,0.0026,Normal
2026-03-01 08:01:02,Zone A,NODE_B1,0.0346,0.024,0.616,110.05,0.0061,Normal
2026-03-01 08:01:02,Zone B,NODE_C1,1.3478,1.1093,7.352,312.39,0.3316,Warning
2026-03-01 08:01:03,Zone A,NODE_A1,0.0857,-0.0208,0.589,102.49,0.0494,Normal
2026-03-01 08:01:03,Zone A,NODE_B1,0.0752,0.0523,0.434,112.63,0.002,Normal
2026-03-01 08:01:03,Zone B,NODE_C1,1.4021,1.3147,7.952,293.99,0.224,Warning
2026-03-01 08:01:04,Zone A,NODE_A1,0.0518,-0.0633,0.449,104.79,0.0213,Normal
2026-03-01 08:01:04,Zone A,NODE_B1,0.0154,-0.0612,0.76,126.2,0.0106,Normal
2026-03-01 08:01:04,Zone B,NODE_C1,0.938,0.6602,10.592,274.94,0.1983,Warning
2026-03-01 08:01:05,Zone A,NODE_A1,0.0348,-0.0015,0.448,74.95,0.0452,Normal
2026-03-01 08:01:05,Zone A,NODE_B1,0.0505,0.0022,0.478,108.28,0.0183,Normal
2026-03-01 08:01:05,Zone B,NODE_C1,1.4583,0.7949,8.555,288.63,0.2995,Warning
2026-03-01 08:01:06,Zone A,NODE_A1,0.0016,0.0023,0.325,123.99,0.03,Normal
2026-03-01 08:01:06,Zone A,NODE_B1,0.0377,0.009,0.69,106.55,0.027,Normal
2026-03-01 08:01:06,Zone B,NODE_C1,1.4424,1.1895,10.957,329.87,0.2957,Warning
2026-03-01 08:01:07,Zone A,NODE_A1,0.0348,-0.0131,0.809,85.82,0.0034,Normal
2026-03-01 08:01:07,Zone A,NODE_B1,0.083,-0.0159,0.648,86.13,0.0288,Normal
2026-03-01 08:01:07,Zone B,NODE_C1,1.4412,1.0108,6.399,276.43,0.1,Warning
2026-03-01 08:01:08,Zone A,NODE_A1,-0.0454,0.0166,0.691,105.66,0.0227,Normal
2026-03-01 08:01:08,Zone A,NODE_B1,0.0192,-0.01,0.611,103.95,0.0777,Normal
2026-03-01 08:01:08,Zone B,NODE_C1,1.2991,0.8683,12.506,316.32,0.2623,Warning
2026-03-01 08:01:09,Zone A,NODE_A1,0.0109,-0.0027,0.182,93.55,0.002,Normal
2026-03-01 08:01:09,Zone A,NODE_B1,-0.0039,0.0037,0.54,112.93,0.0211,Normal
2026-03-01 08:01:09,Zone B,NODE_C1,1.0343,0.9858,10.831,331.98,0.354,Warning
2026-03-01 08:01:10,Zone A,NODE_A1,0.0121,-0.0326,0.676,105.08,0.0188,Normal
2026-03-01 08:01:10,Zone A,NODE_B1,-0.0003,0.0481,0.667,124.25,0.0306,Normal
2026-03-01 08:01:10,Zone B,NODE_C1,1.8188,0.9622,12.925,295.94,0.2279,Warning
2026-03-01 08:01:11,Zone A,NODE_A1,-0.0069,-0.0212,0.626,107.41,0.0161,Normal
2026-03-01 08:01:11,Zone A,NODE_B1,-0.0001,0.1,0.636,96.0,0.078,Normal
2026-03-01 08:01:11,Zone B,NODE_C1,1.4883,1.1076,10.016,308.41,0.1982,Warning
2026-03-01 08:01:12,Zone A,NODE_A1,0.001,-0.0684,0.622,109.65,0.0204,Normal
2026-03-01 08:01:12,Zone A,NODE_B1,-0.0453,-0.0216,0.416,140.03,0.0233,Normal
2026-03-01 08:01:12,Zone B,NODE_C1,1.5697,1.0923,9.489,316.51,0.3322,Warning
2026-03-01 08:01:13,Zone A,NODE_A1,-0.0452,0.0417,0.798,86.74,0.0189,Normal
2026-03-01 08:01:13,Zone A,NODE_B1,0.0339,0.0213,0.606,85.24,0.0368,Normal
2026-03-01 08:01:13,Zone B,NODE_C1,1.2874,1.2543,5.0,324.46,0.1408,Warning
2026-03-01 08:01:14,Zone A,NODE_A1,-0.0027,-0.0492,0.317,118.89,0.0223,Normal
2026-03-01 08:01:14,Zone A,NODE_B1,-0.0345,0.0005,0.336,113.81,0.0318,Normal
2026-03-01 08:01:14,Zone B,NODE_C1,0.9109,1.0144,12.501,315.51,0.2521,Warning
2026-03-01 08:01:15,Zone A,NODE_A1,-0.0022,-0.0213,0.924,104.87,0.0132,Normal
2026-03-01 08:01:15,Zone A,NODE_B1,0.0351,-0.0006,0.707,105.1,0.002,Normal
2026-03-01 08:01:15,Zone B,NODE_C1,1.1623,1.2455,9.894,311.98,0.2735,Warning
2026-03-01 08:01:16,Zone A,NODE_A1,0.0128,-0.0799,0.715,104.24,0.0091,Normal
2026-03-01 08:01:16,Zone A,NODE_B1,-0.0535,0.1,0.519,116.05,0.002,Normal
2026-03-01 08:01:16,Zone B,NODE_C1,1.577,0.892,10.903,258.4,0.2301,Warning
2026-03-01 08:01:17,Zone A,NODE_A1,0.077,-0.0167,0.589,113.66,0.0434,Normal
2026-03-01 08:01:17,Zone A,NODE_B1,0.0373,0.0089,0.951,124.44,0.0152,Normal
2026-03-01 08:01:17,Zone B,NODE_C1,1.3769,1.3211,11.937,309.16,0.1886,Warning
2026-03-01 08:01:18,Zone A,NODE_A1,0.0672,-0.0501,0.604,84.42,0.075,Normal
2026-03-01 08:01:18,Zone A,NODE_B1,0.0552,0.0012,0.701,131.53,0.0241,Normal
2026-03-01 08:01:18,Zone B,NODE_C1,1.239,1.2928,11.941,253.17,0.3278,Warning
2026-03-01 08:01:19,Zone A,NODE_A1,0.0345,-0.0204,0.798,95.3,0.0118,Normal
2026-03-01 08:01:19,Zone A,NODE_B1,0.0244,-0.0347,0.403,96.72,0.0107,Normal
2026-03-01 08:01:19,Zone B,NODE_C1,1.6881,0.9722,7.418,339.26,0.3608,Warning
2026-03-01 08:01:20,Zone A,NODE_A1,-0.0141,0.0688,0.727,92.15,0.011,Normal
2026-03-01 08:01:20,Zone A,NODE_B1,0.0041,0.0093,0.476,87.01,0.0092,Normal
2026-03-01 08:01:20,Zone B,NODE_C1,1.5556,1.588,12.292,306.92,0.3276,Warning
2026-03-01 08:01:21,Zone A,NODE_A1,0.0399,0.0166,0.601,99.88,0.002,Normal
2026-03-01 08:01:21,Zone A,NODE_B1,0.0178,0.0034,0.733,109.49,0.0053,Normal
2026-03-01 08:01:21,Zone B,NODE_C1,1.0624,0.9023,7.814,295.4,0.3914,Warning
2026-03-01 08:01:22,Zone A,NODE_A1,0.0421,-0.065,0.372,114.93,0.008,Normal
2026-03-01 08:01:22,Zone A,NODE_B1,0.0153,0.0044,0.505,118.27,0.0134,Normal
2026-03-01 08:01:22,Zone B,NODE_C1,1.1497,1.164,6.933,303.21,0.2784,Warning
2026-03-01 08:01:23,Zone A,NODE_A1,0.0293,-0.0022,0.796,100.25,0.0454,Normal
2026-03-01 08:01:23,Zone A,NODE_B1,0.005,0.0522,0.708,105.74,0.0043,Normal
2026-03-01 08:01:23,Zone B,NODE_C1,1.4003,0.8195,12.949,252.68,0.2246,Warning
2026-03-01 08:01:24,Zone A,NODE_A1,-0.0151,0.0213,0.497,120.46,0.0165,Normal
2026-03-01 08:01:24,Zone A,NODE_B1,0.0284,-0.0174,0.98,91.43,0.0033,Normal
2026-03-01 08:01:24,Zone B,NODE_C1,1.4584,1.1828,9.466,286.11,0.2835,Warning
2026-03-01 08:01:25,Zone A,NODE_A1,0.0049,0.0237,0.948,87.97,0.0135,Normal
2026-03-01 08:01:25,Zone A,NODE_B1,-0.0279,0.021,0.65,116.22,0.0093,Normal
2026-03-01 08:01:25,Zone B,NODE_C1,1.1069,1.4355,8.804,307.07,0.4103,Warning
2026-03-01 08:01:26,Zone A,NODE_A1,-0.0033,-0.0171,0.445,79.73,0.0039,Normal
2026-03-01 08:01:26,Zone A,NODE_B1,-0.0005,0.0031,0.536,110.5,0.029,Normal
2026-03-01 08:01:26,Zone B,NODE_C1,1.3584,0.7888,10.396,315.01,0.1205,Warning
2026-03-01 08:01:27,Zone A,NODE_A1,0.0231,0.033,0.332,128.11,0.0094,Normal
2026-03-01 08:01:27,Zone A,NODE_B1,0.0347,0.0134,0.548,95.14,0.0138,Normal
2026-03-01 08:01:27,Zone B,NODE_C1,1.4574,1.0778,8.173,267.93,0.3789,Warning
2026-03-01 08:01:28,Zone A,NODE_A1,0.0482,0.0113,0.353,92.3,0.0734,Normal
2026-03-01 08:01:28,Zone A,NODE_B1,0.0226,0.0373,0.661,128.41,0.0176,Normal
