timestamp,zone_id,node_id,tilt_x_deg,tilt_y_deg,displacement_mm,strain_ue,vibration_amp,risk_level
2026-03-01 08:00:27,Zone A,NODE_A1,0.0252,-0.0041,0.98,118.15,0.002,Normal
2026-03-01 08:00:27,Zone A,NODE_B1,-0.015,-0.0686,0.294,86.36,0.002,Normal
2026-03-01 08:00:27,Zone B,NODE_C1,0.7987,1.2227,10.1,249.89,0.254,Warning
2026-03-01 08:00:28,Zone A,NODE_A1,-0.0186,0.0449,0.647,79.33,0.005,Normal
2026-03-01 08:00:28,Zone A,NODE_B1,0.0386,0.053,0.298,108.13,0.002,Normal
2026-03-01 08:00:28,Zone B,NODE_C1,0.9194,0.7444,7.447,219.94,0.1824,Warning
2026-03-01 08:00:29,Zone A,NODE_A1,0.0028,-0.0284,0.507,81.66,0.0523,Normal
2026-03-01 08:00:29,Zone A,NODE_B1,0.0249,-0.004,0.374,99.79,0.0127,Normal
2026-03-01 08:00:29,Zone B,NODE_C1,1.312,0.7058,9.541,223.47,0.0898,Warning
2026-03-01 08:00:30,Zone A,NODE_A1,-0.0209,-0.0335,0.387,109.49,0.0025,Normal
2026-03-01 08:00:30,Zone A,NODE_B1,-0.046,-0.0416,0.395,91.08,0.002,Normal
2026-03-01 08:00:30,Zone B,NODE_C1,1.3834,0.7248,10.019,210.65,0.2065,Warning
2026-03-01 08:00:31,Zone A,NODE_A1,-0.0477,-0.0091,0.654,94.35,0.0266,Normal
2026-03-01 08:00:31,Zone A,NODE_B1,-0.0037,0.0005,0.522,119.02,0.0023,Normal
2026-03-01 08:00:31,Zone B,NODE_C1,1.173,0.7444,7.736,264.0,0.159,Warning
2026-03-01 08:00:32,Zone A,NODE_A1,0.0884,0.0263,0.491,119.62,0.0087,Normal
2026-03-01 08:00:32,Zone A,NODE_B1,-0.0636,-0.0305,0.553,128.18,0.004,Normal
2026-03-01 08:00:32,Zone B,NODE_C1,1.334,0.5,8.94,277.18,0.1061,Warning
2026-03-01 08:00:33,Zone A,NODE_A1,0.0447,-0.0017,0.664,138.87,0.0336,Normal
2026-03-01 08:00:33,Zone A,NODE_B1,-0.0289,0.0099,0.396,99.29,0.0216,Normal
2026-03-01 08:00:33,Zone B,NODE_C1,0.9681,1.0801,7.598,240.76,0.1311,Warning
2026-03-01 08:00:34,Zone A,NODE_A1,0.0143,0.0076,0.384,113.65,0.0178,Normal
2026-03-01 08:00:34,Zone A,NODE_B1,0.01,-0.0265,0.23,124.93,0.0093,Normal
2026-03-01 08:00:34,Zone B,NODE_C1,1.1803,0.6043,12.919,254.74,0.1855,Warning
2026-03-01 08:00:35,Zone A,NODE_A1,0.0414,0.0124,0.408,106.49,0.0129,Normal
2026-03-01 08:00:35,Zone A,NODE_B1,0.024,-0.0128,0.527,99.0,0.0134,Normal
2026-03-01 08:00:35,Zone B,NODE_C1,1.4083,0.8172,7.749,214.8,0.0973,Warning
2026-03-01 08:00:36,Zone A,NODE_A1,0.029,-0.0387,0.317,91.96,0.0038,Normal
2026-03-01 08:00:36,Zone A,NODE_B1,0.0348,0.0138,0.065,97.02,0.0369,Normal
2026-03-01 08:00:36,Zone B,NODE_C1,1.6197,1.0998,8.034,211.5,0.3087,Warning
2026-03-01 08:00:37,Zone A,NODE_A1,0.0117,-0.0097,0.586,95.4,0.0034,Normal
2026-03-01 08:00:37,Zone A,NODE_B1,-0.0097,-0.0356,0.569,93.41,0.0111,Normal
2026-03-01 08:00:37,Zone B,NODE_C1,1.5232,1.1262,5.0,238.24,0.1614,Warning
2026-03-01 08:00:38,Zone A,NODE_A1,-0.0454,-0.077,0.865,114.84,0.002,Normal
2026-03-01 08:00:38,Zone A,NODE_B1,0.0607,-0.0241,0.456,106.81,0.0159,Normal
2026-03-01 08:00:38,Zone B,NODE_C1,1.0348,0.7697,9.798,265.79,0.162,Warning
2026-03-01 08:00:39,Zone A,NODE_A1,-0.0047,0.0347,0.657,92.43,0.002,Normal
2026-03-01 08:00:39,Zone A,NODE_B1,-0.0273,0.0289,0.517,88.59,0.0045,Normal
2026-03-01 08:00:39,Zone B,NODE_C1,1.3959,0.5097,9.61,205.43,0.2677,Warning
2026-03-01 08:00:40,Zone A,NODE_A1,0.0277,-0.0443,0.533,88.19,0.0304,Normal
2026-03-01 08:00:40,Zone A,NODE_B1,0.022,0.0032,0.485,96.97,0.0047,Normal
2026-03-01 08:00:40,Zone B,NODE_C1,0.7247,1.0157,8.827,243.81,0.1809,Warning
2026-03-01 08:00:41,Zone A,NODE_A1,-0.0019,-0.0303,0.585,80.39,0.0048,Normal
2026-03-01 08:00:41,Zone A,NODE_B1,0.0471,0.0195,0.727,127.98,0.0029,Normal
2026-03-01 08:00:41,Zone B,NODE_C1,1.3863,0.5,6.217,228.39,0.1813,Warning
2026-03-01 08:00:42,Zone A,NODE_A1,-0.005,0.0069,0.414,86.99,0.0051,Normal
2026-03-01 08:00:42,Zone A,NODE_B1,-0.0523,-0.0013,0.379,145.38,0.0163,Normal
2026-03-01 08:00:42,Zone B,NODE_C1,0.862,1.0064,7.484,254.53,0.308,Warning
2026-03-01 08:00:43,Zone A,NODE_A1,0.0483,-0.0365,0.544,129.87,0.0175,Normal
2026-03-01 08:00:43,Zone A,NODE_B1,0.0045,0.0263,0.725,109.19,0.0067,Normal
2026-03-01 08:00:43,Zone B,NODE_C1,0.6627,0.836,9.638,256.49,0.1132,Warning
2026-03-01 08:00:44,Zone A,NODE_A1,0.039,0.0172,0.745,113.01,0.0043,Normal
2026-03-01 08:00:44,Zone A,NODE_B1,0.0342,0.0065,0.599,75.02,0.0371,Normal
2026-03-01 08:00:44,Zone B,NODE_C1,0.7997,1.0841,8.45,274.13,0.1814,Warning
2026-03-01 08:00:45,Zone A,NODE_A1,0.0434,-0.0275,0.567,89.68,0.0039,Normal
2026-03-01 08:00:45,Zone A,NODE_B1,-0.0023,0.0384,0.389,94.64,0.0116,Normal
2026-03-01 08:00:45,Zone B,NODE_C1,0.9794,1.0795,5.848,259.63,0.2245,Warning
2026-03-01 08:00:46,Zone A,NODE_A1,0.0489,-0.0265,0.804,139.38,0.031,Normal
2026-03-01 08:00:46,Zone A,NODE_B1,-0.0128,0.0336,0.834,88.59,0.0041,Normal
2026-03-01 08:00:46,Zone B,NODE_C1,0.7261,0.6505,6.715,223.41,0.1783,Warning
2026-03-01 08:00:47,Zone A,NODE_A1,0.069,-0.0403,0.727,94.15,0.0434,Normal
2026-03-01 08:00:47,Zone A,NODE_B1,0.0009,-0.0266,0.639,103.21,0.0039,Normal
2026-03-01 08:00:47,Zone B,NODE_C1,1.7901,0.7155,7.523,227.99,0.2395,Warning
2026-03-01 08:00:48,Zone A,NODE_A1,0.0184,-0.0107,0.635,88.06,0.0038,Normal
2026-03-01 08:00:48,Zone A,NODE_B1,0.0768,0.0655,0.44,91.02,0.0329,Normal
2026-03-01 08:00:48,Zone B,NODE_C1,1.1827,0.9262,9.709,320.66,0.1712,Warning
2026-03-01 08:00:49,Zone A,NODE_A1,-0.0542,-0.0515,0.544,130.3,0.002,Normal
2026-03-01 08:00:49,Zone A,NODE_B1,0.0075,-0.0209,0.764,143.48,0.0261,Normal
2026-03-01 08:00:49,Zone B,NODE_C1,0.9541,1.0027,11.848,270.74,0.162,Warning
2026-03-01 08:00:50,Zone A,NODE_A1,0.0606,0.0305,0.641,117.2,0.0145,Normal
2026-03-01 08:00:50,Zone A,NODE_B1,0.0275,0.0185,0.767,83.3,0.0026,Normal
2026-03-01 08:00:50,Zone B,NODE_C1,1.1108,1.134,8.868,251.94,0.112,Warning
2026-03-01 08:00:51,Zone A,NODE_A1,0.0475,0.0806,0.495,101.94,0.0215,Normal
2026-03-01 08:00:51,Zone A,NODE_B1,0.0179,0.0094,0.584,89.96,0.0054,Normal
2026-03-01 08:00:51,Zone B,NODE_C1,1.1572,0.8821,7.265,292.15,0.1038,Warning
2026-03-01 08:00:52,Zone A,NODE_A1,0.012,0.0336,0.538,88.01,0.0048,Normal
2026-03-01 08:00:52,Zone A,NODE_B1,-0.0031,-0.0493,0.629,88.96,0.0177,Normal
2026-03-01 08:00:52,Zone B,NODE_C1,1.1712,0.7288,6.221,280.86,0.2125,Warning
2026-03-01 08:00:53,Zone A,NODE_A1,0.0726,-0.0494,0.275,85.55,0.062,Normal
2026-03-01 08:00:53,Zone A,NODE_B1,0.0175,-0.0586,0.81,96.52,0.0517,Normal
2026-03-01 08:00:53,Zone B,NODE_C1,1.4158,0.9283,9.348,270.27,0.2024,Warning
2026-03-01 08:00:54,Zone A,NODE_A1,0.0694,0.0097,0.678,96.38,0.002,Normal
2026-03-01 08:00:54,Zone A,NODE_B1,0.0151,0.0818,0.543,72.25,0.002,Normal
2026-03-01 08:00:54,Zone B,NODE_C1,1.3384,0.7094,7.723,184.2,0.1574,Warning
2026-03-01 08:00:55,Zone A,NODE_A1,-0.0939,-0.0319,0.691,105.66,0.0227,Normal
2026-03-01 08:00:55,Zone A,NODE_B1,-0.011,-0.0295,0.341,125.06,0.0123,Normal
2026-03-01 08:00:55,Zone B,NODE_C1,1.3487,0.8989,5.0,241.69,0.1459,Warning
2026-03-01 08:00:56,Zone A,NODE_A1,-0.0199,0.0329,0.665,87.72,0.0027,Normal
2026-03-01 08:00:56,Zone A,NODE_B1,0.0704,0.0338,0.561,86.36,0.0185,Normal
2026-03-01 08:00:56,Zone B,NODE_C1,1.3538,0.9928,10.416,231.62,0.2459,Warning
2026-03-01 08:00:57,Zone A,NODE_A1,0.0866,-0.0302,0.862,101.56,0.002,Normal
2026-03-01 08:00:57,Zone A,NODE_B1,-0.02,-0.0342,0.626,107.41,0.0161,Normal
2026-03-01 08:00:57,Zone B,NODE_C1,0.9425,1.2332,9.313,251.69,0.186,Warning
2026-03-01 08:00:58,Zone A,NODE_A1,-0.0135,-0.0067,0.25,105.19,0.0204,Normal
2026-03-01 08:00:58,Zone A,NODE_B1,-0.02,-0.0483,0.59,116.85,0.0087,Normal
2026-03-01 08:00:58,Zone B,NODE_C1,1.4053,0.8448,8.217,281.29,0.2126,Warning
2026-03-01 08:00:59,Zone A,NODE_A1,0.0302,0.0068,0.437,105.12,0.0189,Normal
2026-03-01 08:00:59,Zone A,NODE_B1,-0.0245,-0.0219,0.761,107.78,0.0088,Normal
2026-03-01 08:00:59,Zone B,NODE_C1,0.9995,1.106,5.397,237.68,0.124,Warning
2026-03-01 08:01:00,Zone A,NODE_A1,0.0247,-0.0523,0.612,97.16,0.004,Normal
2026-03-01 08:01:00,Zone A,NODE_B1,0.0222,-0.0454,0.729,89.11,0.0085,Normal
2026-03-01 08:01:00,Zone B,NODE_C1,1.5235,1.0404,7.902,238.15,0.1639,Warning
2026-03-01 08:01:01,Zone A,NODE_A1,0.0649,0.0466,0.735,102.3,0.0035,Normal
2026-03-01 08:01:01,Zone A,NODE_B1,0.0073,0.014,0.559,111.19,0.0057,Normal
2026-03-01 08:01:01,Zone B,NODE_C1,1.0808,1.055,9.153,285.31,0.08,Warning
2026-03-01 08:01:02,Zone A,NODE_A1,0.0469,0.0706,0.363,109.03,0.0526,Normal
2026-03-01 08:01:02,Zone A,NODE_B1,-0.0329,0.0359,0.516,101.91,0.0177,Normal
2026-03-01 08:01:02,Zone B,NODE_C1,1.1456,0.9337,12.856,248.37,0.1901,Warning
2026-03-01 08:01:03,Zone A,NODE_A1,0.0697,0.0526,0.665,77.43,0.0075,Normal
2026-03-01 08:01:03,Zone A,NODE_B1,-0.0103,-0.0062,0.609,103.78,0.0126,Normal
2026-03-01 08:01:03,Zone B,NODE_C1,1.2216,0.7998,10.266,292.03,0.1186,Warning
2026-03-01 08:01:04,Zone A,NODE_A1,0.0465,-0.0085,0.798,95.3,0.0118,Normal
2026-03-01 08:01:04,Zone A,NODE_B1,-0.0259,-0.0579,0.837,82.75,0.0074,Normal
2026-03-01 08:01:04,Zone B,NODE_C1,0.9246,0.5625,11.487,285.74,0.1456,Warning
2026-03-01 08:01:05,Zone A,NODE_A1,0.0894,0.0237,0.1,139.24,0.002,Normal
2026-03-01 08:01:05,Zone A,NODE_B1,-0.0754,-0.002,0.98,122.92,0.0251,Normal
2026-03-01 08:01:05,Zone B,NODE_C1,1.2615,1.0206,9.038,254.05,0.1769,Warning
2026-03-01 08:01:06,Zone A,NODE_A1,-0.0149,-0.0843,0.532,80.21,0.0244,Normal
2026-03-01 08:01:06,Zone A,NODE_B1,0.0201,-0.087,0.372,114.93,0.008,Normal
2026-03-01 08:01:06,Zone B,NODE_C1,1.2577,0.6406,8.722,203.72,0.1499,Warning
2026-03-01 08:01:07,Zone A,NODE_A1,-0.0394,0.0118,0.546,107.94,0.0246,Normal
2026-03-01 08:01:07,Zone A,NODE_B1,-0.0025,-0.0032,0.648,98.88,0.0039,Normal
2026-03-01 08:01:07,Zone B,NODE_C1,1.1151,0.5451,11.682,206.88,0.1454,Warning
2026-03-01 08:01:08,Zone A,NODE_A1,0.027,-0.0347,0.775,85.88,0.0147,Normal
2026-03-01 08:01:08,Zone A,NODE_B1,-0.026,0.0064,0.664,105.45,0.0037,Normal
2026-03-01 08:01:08,Zone B,NODE_C1,1.116,0.8214,10.268,327.79,0.1521,Warning
2026-03-01 08:01:09,Zone A,NODE_A1,-0.0205,0.0529,0.405,127.5,0.0084,Normal
2026-03-01 08:01:09,Zone A,NODE_B1,0.0784,-0.0119,0.513,87.53,0.0039,Normal
2026-03-01 08:01:09,Zone B,NODE_C1,0.8197,0.8613,7.148,258.61,0.1022,Warning
2026-03-01 08:01:10,Zone A,NODE_A1,0.0458,-0.0732,0.617,120.1,0.075,Normal
2026-03-01 08:01:10,Zone A,NODE_B1,0.0443,-0.0195,0.423,97.0,0.0124,Normal
2026-03-01 08:01:10,Zone B,NODE_C1,1.2547,0.6513,8.839,200.96,0.1744,Warning
2026-03-01 08:01:11,Zone A,NODE_A1,-0.0338,0.0152,0.746,108.96,0.0393,Normal
2026-03-01 08:01:11,Zone A,NODE_B1,-0.0229,0.0106,0.576,139.75,0.002,Normal
2026-03-01 08:01:11,Zone B,NODE_C1,1.2141,0.8833,8.26,275.23,0.2278,Warning
2026-03-01 08:01:12,Zone A,NODE_A1,-0.0523,-0.09,0.641,78.14,0.0138,Normal
2026-03-01 08:01:12,Zone A,NODE_B1,-0.0333,-0.0237,0.565,96.22,0.0072,Normal
2026-03-01 08:01:12,Zone B,NODE_C1,1.1789,0.9248,7.332,285.17,0.1713,Warning
2026-03-01 08:01:13,Zone A,NODE_A1,0.0137,-0.0566,0.555,97.84,0.0154,Normal
2026-03-01 08:01:13,Zone A,NODE_B1,0.0381,0.0382,0.65,98.19,0.0076,Normal
2026-03-01 08:01:13,Zone B,NODE_C1,0.7367,0.72,8.199,252.44,0.2065,Warning
2026-03-01 08:01:14,Zone A,NODE_A1,0.0256,-0.0092,0.194,81.09,0.0154,Normal
2026-03-01 08:01:14,Zone A,NODE_B1,0.0607,0.0298,0.512,124.83,0.002,Normal
2026-03-01 08:01:14,Zone B,NODE_C1,1.1457,0.78,7.432,239.88,0.1606,Warning
2026-03-01 08:01:15,Zone A,NODE_A1,0.019,-0.0065,0.629,119.43,0.0055,Normal
2026-03-01 08:01:15,Zone A,NODE_B1,-0.0084,-0.1,0.51,76.94,0.0264,Normal
2026-03-01 08:01:15,Zone B,NODE_C1,0.5996,0.7273,5.0,231.35,0.1996,Warning
2026-03-01 08:01:16,Zone A,NODE_A1,-0.0132,-0.0401,0.654,100.15,0.0091,Normal
2026-03-01 08:01:16,Zone A,NODE_B1,-0.0104,-0.0621,0.47,82.07,0.0201,Normal
2026-03-01 08:01:16,Zone B,NODE_C1,0.7201,0.5,11.185,243.15,0.1465,Warning
2026-03-01 08:01:17,Zone A,NODE_A1,0.0096,0.0747,0.672,89.22,0.002,Normal
2026-03-01 08:01:17,Zone A,NODE_B1,0.0319,0.0591,0.604,121.43,0.002,Normal
2026-03-01 08:01:17,Zone B,NODE_C1,1.5415,0.9555,7.318,320.95,0.1868,Warning
2026-03-01 08:01:18,Zone A,NODE_A1,0.0092,-0.0645,0.375,119.61,0.0162,Normal
2026-03-01 08:01:18,Zone A,NODE_B1,0.0384,0.002,0.729,84.38,0.0147,Normal
2026-03-01 08:01:18,Zone B,NODE_C1,1.014,0.7992,10.929,269.96,0.2028,Warning
2026-03-01 08:01:19,Zone A,NODE_A1,0.0308,0.0658,0.56,102.83,0.0131,Normal
2026-03-01 08:01:19,Zone A,NODE_B1,0.0583,-0.012,0.399,79.19,0.0087,Normal
2026-03-01 08:01:19,Zone B,NODE_C1,0.5538,0.8057,8.04,261.25,0.2208,Warning
2026-03-01 08:01:20,Zone A,NODE_A1,0.0068,0.0014,0.601,93.52,0.0277,Normal
2026-03-01 08:01:20,Zone A,NODE_B1,0.0653,0.0632,0.583,74.66,0.0627,Normal
2026-03-01 08:01:20,Zone B,NODE_C1,1.2164,0.7111,7.587,271.02,0.2419,Warning
2026-03-01 08:01:21,Zone A,NODE_A1,0.0212,0.05,0.593,144.83,0.0053,Normal
2026-03-01 08:01:21,Zone A,NODE_B1,0.0384,0.0502,0.671,95.51,0.002,Normal
2026-03-01 08:01:21,Zone B,NODE_C1,0.7617,0.8085,7.008,230.19,0.2094,Warning
2026-03-01 08:01:22,Zone A,NODE_A1,0.0572,-0.0185,0.63,119.54,0.0121,Normal
2026-03-01 08:01:22,Zone A,NODE_B1,-0.0297,0.0005,0.528,105.55,0.0059,Normal
2026-03-01 08:01:22,Zone B,NODE_C1,1.3068,0.7725,11.648,236.53,0.1912,Warning
2026-03-01 08:01:23,Zone A,NODE_A1,-0.021,-0.053,0.275,120.73,0.0237,Normal
2026-03-01 08:01:23,Zone A,NODE_B1,0.0885,-0.0408,0.583,125.76,0.0123,Normal
2026-03-01 08:01:23,Zone B,NODE_C1,1.6663,1.0799,9.607,277.76,0.1524,Warning
2026-03-01 08:01:24,Zone A,NODE_A1,-0.0065,-0.0323,0.468,110.53,0.0233,Normal
2026-03-01 08:01:24,Zone A,NODE_B1,-0.0109,0.0023,0.421,64.4,0.002,Normal
2026-03-01 08:01:24,Zone B,NODE_C1,1.5284,0.9934,6.697,315.42,0.2411,Warning
2026-03-01 08:01:25,Zone A,NODE_A1,0.0137,-0.0319,0.483,117.6,0.0127,Normal
2026-03-01 08:01:25,Zone A,NODE_B1,-0.039,-0.0148,0.232,103.82,0.0045,Normal
2026-03-01 08:01:25,Zone B,NODE_C1,1.0634,0.9677,7.582,209.58,0.08,Warning
2026-03-01 08:01:26,Zone A,NODE_A1,0.0715,0.0476,0.468,87.16,0.0141,Normal
2026-03-01 08:01:26,Zone A,NODE_B1,0.0462,0.0423,0.532,94.33,0.0046,Normal
2026-03-01 08:01:26,Zone B,NODE_C1,1.0414,0.9356,10.186,222.43,0.2546,Warning
2026-03-01 08:01:27,Zone A,NODE_A1,0.0038,-0.0416,0.114,113.91,0.0064,Normal
2026-03-01 08:01:27,Zone A,NODE_B1,0.0294,-0.0633,0.455,112.3,0.0033,Normal
2026-03-01 08:01:27,Zone B,NODE_C1,0.7536,0.9574,8.478,194.01,0.2382,Warning
2026-03-01 08:01:28,Zone A,NODE_A1,-0.0331,-0.0177,0.757,79.72,0.0295,Normal
2026-03-01 08:01:28,Zone A,NODE_B1,0.0174,-0.0216,0.401,99.55,0.0092,Normal
