timestamp,strain_microstrain,tilt_deg,vibration_g,displacement_mm,node1_tilt_x,node1_tilt_y,node2_tilt_x,node2_tilt_y,node3_tilt_x,node3_tilt_y,node1_tilt_resultant,node2_tilt_resultant,node3_tilt_resultant,transient_accel_g,rms_vibration_g,anomaly_score,sensor_status,zone_id,hazard_zone
2026-03-01 03:21:00,470.26,2.373,0.2889,3.19,0.555,0.456,2.024,1.24,0.089,0.083,0.719,2.373,0.121,0.187,0.2889,0.3696,CAUTION,1,ZONE_B
2026-03-01 08:49:12,853.75,7.601,1.6666,15.68,1.631,2.366,5.656,5.078,1.164,0.81,2.874,7.601,1.418,0.9694,1.6666,0.9254,CRITICAL,2,ZONE_C
2026-03-01 04:24:50,420.32,2.716,0.4242,5.784,0.059,0.338,2.41,1.253,0.125,0.104,0.343,2.716,0.162,0.1389,0.4242,0.5755,CAUTION,1,ZONE_B
2026-03-01 03:52:12,454.4,1.904,0.4123,5.171,0.513,0.381,1.761,0.725,0.196,0.117,0.639,1.904,0.228,0.08,0.4123,0.6062,CAUTION,1,ZONE_B
2026-03-01 08:17:08,1005.98,7.043,1.1635,14.835,2.875,3.062,4.696,5.248,0.816,0.713,4.2,7.043,1.084,0.8363,1.1635,0.9485,CRITICAL,2,ZONE_C
2026-03-01 08:21:20,1113.55,6.911,1.2298,16.655,2.653,1.604,6.105,3.238,1.062,0.528,3.1,6.911,1.186,0.8313,1.2298,0.9179,CRITICAL,2,ZONE_C
2026-03-01 02:14:38,130.81,0.141,0.0245,1.025,-0.001,-0.005,0.134,0.043,-0.011,0.007,0.005,0.141,0.013,0.0029,0.0245,0.1611,NOMINAL,0,ZONE_A
2026-03-01 00:22:52,119.55,0.169,0.0402,1.958,0.05,-0.01,0.135,0.101,-0.012,0.01,0.051,0.169,0.016,0.002,0.0402,0.305,NOMINAL,0,ZONE_A
2026-03-01 02:20:34,107.08,0.116,0.0345,0.673,0.046,-0.037,0.103,0.052,-0.025,0.022,0.059,0.116,0.033,0.0345,0.0345,0.2303,NOMINAL,0,ZONE_A
2026-03-01 04:46:10,447.4,2.05,0.3544,2.501,0.426,0.217,1.397,1.5,0.071,0.159,0.478,2.05,0.174,0.1912,0.3544,0.5792,CAUTION,1,ZONE_B
2026-03-01 05:05:46,411.74,2.206,0.4131,5.139,0.597,0.186,1.216,1.84,0.097,0.169,0.625,2.206,0.195,0.1046,0.4131,0.5233,CAUTION,1,ZONE_B
2026-03-01 04:37:40,456.36,1.969,0.4252,4.16,0.477,0.232,1.83,0.727,0.193,0.074,0.53,1.969,0.207,0.08,0.4252,0.5478,CAUTION,1,ZONE_B
2026-03-01 01:48:02,137.76,0.161,0.0058,0.654,0.019,-0.013,0.161,-0.001,-0.026,0.046,0.023,0.161,0.053,0.0035,0.0058,0.2696,NOMINAL,0,ZONE_A
2026-03-01 05:39:52,454.89,1.428,0.4239,4.276,0.762,0.365,0.941,1.074,0.228,0.117,0.845,1.428,0.256,0.16,0.4239,0.551,CAUTION,1,ZONE_B
2026-03-01 03:07:32,181.39,0.125,0.0342,1.135,-0.002,-0.03,0.094,0.082,-0.016,0.023,0.03,0.125,0.028,0.0121,0.0342,0.1665,NOMINAL,0,ZONE_A
2026-03-01 09:57:08,794.49,5.192,1.1773,22.139,3.222,1.794,3.859,3.473,0.996,0.819,3.687,5.192,1.29,1.1773,1.1281,0.933,CRITICAL,2,ZONE_C
2026-03-01 06:59:50,810.04,7.968,1.5679,18.51,1.736,2.379,5.969,5.278,1.339,1.282,2.945,7.968,1.854,1.5679,0.8747,0.7374,CRITICAL,2,ZONE_C
2026-03-01 08:58:58,1016.36,8.505,1.4165,20.963,1.509,2.437,6.231,5.79,1.289,0.629,2.867,8.505,1.435,1.4165,1.3805,0.9611,CRITICAL,2,ZONE_C
2026-03-01 06:54:14,760.0,11.286,1.9761,11.971,2.011,1.889,8.613,7.293,1.249,1.167,2.759,11.286,1.709,1.0505,1.9761,0.7838,CRITICAL,2,ZONE_C
2026-03-01 04:22:16,363.02,2.148,0.4656,7.237,0.21,0.536,1.705,1.306,0.002,0.165,0.576,2.148,0.165,0.1507,0.4656,0.5687,CAUTION,1,ZONE_B
2026-03-01 03:44:10,513.88,2.72,0.321,4.783,0.689,0.273,2.02,1.822,0.136,0.037,0.741,2.72,0.141,0.1029,0.321,0.3681,CAUTION,1,ZONE_B
2026-03-01 09:25:40,1075.86,8.605,1.3735,12.843,2.669,1.87,6.064,6.105,1.094,0.928,3.259,8.605,1.435,0.62,1.3735,0.8908,CRITICAL,2,ZONE_C
2026-03-01 00:36:32,159.44,0.112,0.0624,1.479,0.011,-0.024,0.108,0.031,-0.002,0.003,0.026,0.112,0.003,0.0624,0.0353,0.2106,NOMINAL,0,ZONE_A
2026-03-01 08:07:16,966.68,6.653,2.0735,11.082,2.973,1.96,5.266,4.066,0.89,0.624,3.561,6.653,1.086,1.0108,2.0735,0.8673,CRITICAL,2,ZONE_C
2026-03-01 00:46:08,204.01,0.135,0.0184,1.881,0.017,-0.022,0.045,0.127,-0.017,0.037,0.028,0.135,0.041,0.0152,0.0184,0.146,NOMINAL,0,ZONE_A
2026-03-01 03:27:42,465.78,2.098,0.2589,4.63,0.506,0.314,1.762,1.139,0.177,0.256,0.596,2.098,0.312,0.164,0.2589,0.4724,CAUTION,1,ZONE_B
2026-03-01 02:04:42,165.68,0.117,0.0318,1.276,0.014,0.003,0.103,0.056,-0.029,0.028,0.015,0.117,0.041,0.0109,0.0318,0.2505,NOMINAL,0,ZONE_A
2026-03-01 06:17:28,574.15,2.049,0.4852,3.871,0.638,0.449,1.794,0.989,0.041,0.07,0.78,2.049,0.082,0.1654,0.4852,0.5476,CAUTION,1,ZONE_B
2026-03-01 08:43:08,865.77,7.708,1.892,11.937,2.115,1.966,3.842,6.682,1.116,1.354,2.888,7.708,1.754,0.62,1.892,0.7658,CRITICAL,2,ZONE_C
2026-03-01 08:46:42,1109.73,7.501,2.0498,16.124,1.489,2.186,5.982,4.526,0.459,0.531,2.645,7.501,0.702,1.3476,2.0498,0.7958,CRITICAL,2,ZONE_C
2026-03-01 09:40:58,1373.33,9.312,1.1837,15.253,1.659,1.531,7.778,5.12,0.853,0.304,2.258,9.312,0.906,1.0286,1.1837,0.7327,CRITICAL,2,ZONE_C
2026-03-01 04:23:06,348.3,2.325,0.2891,6.552,0.351,0.296,2.045,1.105,0.118,0.077,0.46,2.325,0.141,0.2269,0.2891,0.4987,CAUTION,1,ZONE_B
2026-03-01 00:05:30,121.56,0.122,0.0156,1.229,0.048,-0.013,0.106,0.059,-0.015,0.032,0.049,0.122,0.035,0.0042,0.0156,0.134,NOMINAL,0,ZONE_A
2026-03-01 00:09:00,181.29,0.111,0.0386,1.168,0.012,-0.003,0.076,0.08,-0.004,0.015,0.012,0.111,0.016,0.0034,0.0386,0.2257,NOMINAL,0,ZONE_A
2026-03-01 07:34:38,1110.65,8.462,2.0689,18.98,3.311,3.71,6.282,5.669,0.688,0.339,4.973,8.462,0.767,1.0344,2.0689,0.9373,CRITICAL,2,ZONE_C
2026-03-01 06:21:48,496.54,1.944,0.4269,5.737,0.606,0.438,1.215,1.518,0.199,0.262,0.748,1.944,0.329,0.1285,0.4269,0.4236,CAUTION,1,ZONE_B
2026-03-01 01:52:06,134.16,0.161,0.0289,1.566,0.007,-0.033,0.157,0.036,-0.034,0.013,0.033,0.161,0.036,0.0125,0.0289,0.2528,NOMINAL,0,ZONE_A
2026-03-01 05:26:40,524.23,2.234,0.4895,5.831,0.32,0.422,1.97,1.052,0.135,0.113,0.53,2.234,0.176,0.1729,0.4895,0.5004,CAUTION,1,ZONE_B
2026-03-01 08:34:56,1005.93,7.548,2.4869,8.1,1.255,2.314,4.847,5.785,1.545,1.062,2.632,7.548,1.875,1.2325,2.4869,0.8171,CRITICAL,2,ZONE_C
2026-03-01 06:38:08,538.6,2.217,0.4234,5.329,0.366,0.592,1.612,1.522,0.061,0.03,0.696,2.217,0.068,0.1845,0.4234,0.6031,CAUTION,1,ZONE_B
2026-03-01 09:36:54,978.8,7.471,0.9947,15.33,2.731,1.583,5.459,5.1,0.596,0.94,3.156,7.471,1.113,0.9947,0.9918,0.9584,CRITICAL,2,ZONE_C
2026-03-01 06:33:14,447.74,1.99,0.2882,4.967,0.662,0.34,1.861,0.707,0.223,0.091,0.744,1.99,0.241,0.1989,0.2882,0.5709,CAUTION,1,ZONE_B
2026-03-01 07:49:06,1021.66,7.914,1.3263,16.181,2.077,2.029,4.796,6.295,0.929,0.763,2.904,7.914,1.202,0.662,1.3263,0.8409,CRITICAL,2,ZONE_C
2026-03-01 06:34:02,656.88,1.59,0.2855,4.843,0.444,0.356,1.382,0.786,0.21,0.157,0.569,1.59,0.262,0.0901,0.2855,0.6242,CAUTION,1,ZONE_B
2026-03-01 07:17:10,842.2,7.81,1.9688,17.948,0.693,0.831,4.45,6.418,0.75,0.756,1.083,7.81,1.065,0.639,1.9688,0.7251,CRITICAL,2,ZONE_C
2026-03-01 00:15:00,131.74,0.115,0.0444,0.958,0.012,-0.006,0.06,0.098,-0.02,0.031,0.013,0.115,0.037,0.0122,0.0444,0.2946,NOMINAL,0,ZONE_A
2026-03-01 08:58:24,1184.6,7.687,1.2028,18.564,2.578,2.878,6.307,4.394,0.942,1.126,3.863,7.687,1.468,0.8991,1.2028,0.7947,CRITICAL,2,ZONE_C
2026-03-01 08:48:34,850.25,9.159,1.5521,18.348,3.004,2.704,7.524,5.222,0.686,1.031,4.042,9.159,1.239,1.4241,1.5521,0.7484,CRITICAL,2,ZONE_C
2026-03-01 07:20:52,1207.33,8.356,1.9896,18.278,2.593,1.582,5.675,6.134,0.871,0.74,3.037,8.356,1.143,1.0885,1.9896,0.939,CRITICAL,2,ZONE_C
2026-03-01 09:07:40,800.09,6.302,1.5894,13.706,3.385,1.725,4.761,4.129,0.654,0.674,3.799,6.302,0.939,0.9496,1.5894,0.9667,CRITICAL,2,ZONE_C
2026-03-01 09:20:26,760.0,6.336,1.4318,11.47,2.135,1.284,4.131,4.804,1.008,0.558,2.491,6.336,1.152,1.4318,0.9449,0.7305,CRITICAL,2,ZONE_C
2026-03-01 06:08:34,576.55,1.961,0.3389,5.623,0.666,0.463,1.561,1.187,0.147,0.072,0.811,1.961,0.164,0.2056,0.3389,0.4844,CAUTION,1,ZONE_B
2026-03-01 08:38:36,828.72,7.65,2.0579,15.479,3.304,2.031,6.922,3.257,0.657,0.879,3.878,7.65,1.097,1.6942,2.0579,0.8953,CRITICAL,2,ZONE_C
2026-03-01 05:47:56,485.88,2.472,0.5069,5.032,0.603,0.413,1.898,1.584,0.211,0.152,0.731,2.472,0.26,0.08,0.5069,0.3607,CAUTION,1,ZONE_B
2026-03-01 05:40:26,446.95,2.475,0.2685,4.961,0.578,0.38,2.203,1.129,0.169,0.063,0.691,2.475,0.18,0.1204,0.2685,0.5423,CAUTION,1,ZONE_B
2026-03-01 07:05:28,1083.33,7.093,1.431,18.025,1.545,2.46,5.373,4.631,0.769,1.051,2.905,7.093,1.302,1.0074,1.431,0.9398,CRITICAL,2,ZONE_C
2026-03-01 08:40:34,954.23,6.272,1.4129,16.919,1.844,2.543,5.308,3.34,0.888,0.643,3.141,6.272,1.096,0.62,1.4129,0.9678,CRITICAL,2,ZONE_C
2026-03-01 03:02:42,113.02,0.078,0.0492,1.001,0.036,-0.017,0.058,0.052,0.0,0.001,0.04,0.078,0.001,0.0135,0.0492,0.2967,NOMINAL,0,ZONE_A
2026-03-01 03:36:10,508.11,2.649,0.5007,6.011,0.573,0.283,2.133,1.57,0.267,0.16,0.639,2.649,0.312,0.08,0.5007,0.3897,CAUTION,1,ZONE_B
2026-03-01 02:38:50,118.71,0.156,0.0417,1.88,0.01,-0.012,0.151,0.039,0.019,0.02,0.016,0.156,0.028,0.026,0.0417,0.192,NOMINAL,0,ZONE_A
2026-03-01 00:55:20,102.04,0.147,0.0262,1.098,0.033,0.005,0.138,0.048,0.003,0.01,0.033,0.147,0.011,0.0081,0.0262,0.1472,NOMINAL,0,ZONE_A
2026-03-01 07:00:52,943.76,9.644,1.096,12.213,2.81,1.451,7.085,6.542,0.784,0.669,3.163,9.644,1.031,1.096,0.9505,0.9361,CRITICAL,2,ZONE_C
2026-03-01 08:37:52,888.37,7.974,1.7207,9.481,2.633,2.505,6.81,4.149,0.68,0.566,3.634,7.974,0.885,0.62,1.7207,0.7239,CRITICAL,2,ZONE_C
2026-03-01 01:23:46,106.2,0.201,0.0388,1.058,-0.004,-0.021,0.201,0.015,-0.014,0.02,0.021,0.201,0.024,0.0091,0.0388,0.1112,NOMINAL,0,ZONE_A
2026-03-01 06:17:18,384.21,2.535,0.2568,3.61,0.71,0.419,1.998,1.56,0.18,0.121,0.825,2.535,0.217,0.08,0.2568,0.4605,CAUTION,1,ZONE_B
2026-03-01 05:28:10,496.35,2.157,0.3906,3.327,0.494,0.204,1.372,1.664,0.15,0.138,0.534,2.157,0.204,0.08,0.3906,0.3636,CAUTION,1,ZONE_B
2026-03-01 04:46:54,495.41,1.612,0.2941,4.701,0.509,0.518,1.251,1.016,0.243,0.174,0.726,1.612,0.299,0.1637,0.2941,0.5699,CAUTION,1,ZONE_B
2026-03-01 07:42:00,1260.91,7.743,1.6624,12.111,2.186,1.399,4.681,6.168,0.928,0.466,2.595,7.743,1.038,0.9762,1.6624,0.9608,CRITICAL,2,ZONE_C
2026-03-01 08:51:40,1077.2,7.906,1.5592,10.497,2.81,2.934,6.362,4.693,0.836,1.081,4.062,7.906,1.366,1.2832,1.5592,0.8359,CRITICAL,2,ZONE_C
2026-03-01 00:11:48,114.99,0.097,0.0525,1.282,0.025,-0.007,0.08,0.055,-0.043,0.023,0.026,0.097,0.048,0.0056,0.0525,0.081,NOMINAL,0,ZONE_A
2026-03-01 09:45:28,804.75,8.376,1.5548,22.324,2.808,2.009,5.597,6.232,0.75,0.958,3.452,8.376,1.216,0.62,1.5548,0.8802,CRITICAL,2,ZONE_C
2026-03-01 05:01:26,602.96,1.894,0.3941,5.495,0.467,0.386,1.483,1.178,0.289,0.192,0.606,1.894,0.347,0.0992,0.3941,0.632,CAUTION,1,ZONE_B
2026-03-01 07:41:54,930.82,8.348,2.1029,15.935,2.029,2.348,5.437,6.335,1.053,0.545,3.103,8.348,1.186,1.4904,2.1029,0.9225,CRITICAL,2,ZONE_C
2026-03-01 03:26:26,651.37,2.449,0.3072,4.785,0.387,0.463,2.297,0.85,0.133,0.136,0.603,2.449,0.19,0.093,0.3072,0.5276,CAUTION,1,ZONE_B
2026-03-01 05:26:10,408.47,2.072,0.5072,3.628,0.113,0.515,1.863,0.907,-0.022,0.104,0.527,2.072,0.107,0.143,0.5072,0.391,CAUTION,1,ZONE_B
2026-03-01 01:28:16,96.62,0.173,0.0454,1.283,0.026,0.007,0.119,0.127,-0.006,0.029,0.027,0.173,0.029,0.0058,0.0454,0.0978,NOMINAL,0,ZONE_A
2026-03-01 03:22:08,540.07,2.551,0.3528,2.779,0.184,0.457,2.3,1.104,0.195,0.157,0.493,2.551,0.251,0.2596,0.3528,0.6893,CAUTION,1,ZONE_B
2026-03-01 00:41:28,161.35,0.13,0.0244,1.049,0.021,0.006,0.115,0.06,-0.019,0.026,0.021,0.13,0.033,0.0244,0.0201,0.0942,NOMINAL,0,ZONE_A
2026-03-01 05:45:30,548.34,1.751,0.2162,5.728,0.406,0.132,1.665,0.544,0.216,0.113,0.427,1.751,0.244,0.0896,0.2162,0.6398,CAUTION,1,ZONE_B
2026-03-01 03:17:46,141.49,0.155,0.0293,0.633,0.023,0.01,0.145,0.056,-0.036,0.043,0.025,0.155,0.056,0.011,0.0293,0.0838,NOMINAL,0,ZONE_A
2026-03-01 06:10:22,444.89,1.848,0.3209,5.563,0.239,0.413,1.368,1.242,0.138,0.177,0.478,1.848,0.224,0.215,0.3209,0.5025,CAUTION,1,ZONE_B
2026-03-01 00:23:40,201.07,0.104,0.0155,1.942,0.023,-0.017,0.073,0.074,0.017,0.016,0.029,0.104,0.023,0.009,0.0155,0.2209,NOMINAL,0,ZONE_A
2026-03-01 08:25:10,1112.7,6.177,1.9397,8.1,2.663,2.398,4.971,3.666,0.954,1.113,3.584,6.177,1.466,1.4967,1.9397,0.8473,CRITICAL,2,ZONE_C
2026-03-01 01:12:58,114.94,0.176,0.0515,1.12,0.036,-0.028,0.175,0.015,-0.022,0.006,0.045,0.176,0.023,0.0025,0.0515,0.1534,NOMINAL,0,ZONE_A
2026-03-01 05:16:30,454.37,2.263,0.4098,5.245,0.19,0.399,1.988,1.081,0.155,0.189,0.442,2.263,0.244,0.1227,0.4098,0.5152,CAUTION,1,ZONE_B
2026-03-01 00:41:34,137.48,0.174,0.0378,0.895,0.028,-0.0,0.165,0.054,0.02,0.011,0.028,0.174,0.023,0.0229,0.0378,0.0656,NOMINAL,0,ZONE_A
2026-03-01 05:40:38,489.62,1.964,0.4498,5.616,0.64,0.386,1.576,1.172,0.165,0.107,0.747,1.964,0.196,0.08,0.4498,0.544,CAUTION,1,ZONE_B
2026-03-01 08:14:02,760.0,9.001,1.4433,19.211,2.525,2.828,5.265,7.3,0.633,0.325,3.791,9.001,0.711,0.8374,1.4433,0.9078,CRITICAL,2,ZONE_C
2026-03-01 09:04:04,958.85,7.285,1.7364,19.95,2.39,2.216,5.659,4.587,0.831,0.788,3.259,7.285,1.145,1.7364,1.306,0.8034,CRITICAL,2,ZONE_C
2026-03-01 01:17:42,179.25,0.107,0.038,1.25,0.026,-0.001,0.105,0.021,0.004,0.037,0.026,0.107,0.038,0.0036,0.038,0.1665,NOMINAL,0,ZONE_A
2026-03-01 08:48:04,911.05,8.786,1.2714,8.1,1.305,2.269,5.869,6.538,1.227,1.164,2.618,8.786,1.691,0.62,1.2714,0.8459,CRITICAL,2,ZONE_C
2026-03-01 03:15:18,206.78,0.137,0.0619,1.29,0.039,-0.017,0.098,0.096,-0.008,-0.001,0.043,0.137,0.008,0.0619,0.0359,0.0512,NOMINAL,0,ZONE_A
2026-03-01 07:11:40,981.27,6.219,1.4666,12.276,3.003,1.758,5.199,3.412,0.921,0.555,3.48,6.219,1.075,1.4666,1.4407,0.7185,CRITICAL,2,ZONE_C
2026-03-01 05:53:02,642.31,3.066,0.4291,6.293,0.344,0.432,2.455,1.836,0.273,0.159,0.553,3.066,0.316,0.1418,0.4291,0.5802,CAUTION,1,ZONE_B
2026-03-01 09:15:02,911.17,6.167,1.2047,8.566,1.784,2.384,5.3,3.153,1.673,1.097,2.977,6.167,2.001,0.62,1.2047,0.8213,CRITICAL,2,ZONE_C
2026-03-01 01:20:36,107.65,0.129,0.0533,0.656,0.016,0.02,0.087,0.095,0.014,0.021,0.026,0.129,0.025,0.0167,0.0533,0.0917,NOMINAL,0,ZONE_A
2026-03-01 01:18:20,91.19,0.153,0.0293,1.05,0.007,0.007,0.144,0.051,-0.008,0.0,0.01,0.153,0.008,0.015,0.0293,0.1138,NOMINAL,0,ZONE_A
2026-03-01 04:49:00,461.23,1.376,0.3293,5.142,0.265,0.568,1.098,0.829,0.168,0.064,0.626,1.376,0.179,0.1001,0.3293,0.5988,CAUTION,1,ZONE_B
2026-03-01 01:34:46,111.91,0.127,0.0093,1.449,0.002,-0.033,0.122,0.037,-0.01,0.025,0.033,0.127,0.027,0.0031,0.0093,0.2349,NOMINAL,0,ZONE_A
2026-03-01 09:13:04,906.38,7.995,1.3995,12.077,2.147,2.438,6.437,4.742,0.975,0.569,3.248,7.995,1.129,0.7947,1.3995,0.9819,CRITICAL,2,ZONE_C
2026-03-01 00:00:14,137.87,0.067,0.0288,1.13,0.016,-0.009,0.04,0.053,-0.005,0.042,0.018,0.067,0.042,0.0031,0.0288,0.0716,NOMINAL,0,ZONE_A
2026-03-01 04:48:36,486.76,2.542,0.4269,5.28,0.307,0.278,2.393,0.858,0.134,0.049,0.414,2.542,0.143,0.1748,0.4269,0.5264,CAUTION,1,ZONE_B
2026-03-01 04:44:26,471.2,2.449,0.2817,5.35,0.475,0.237,2.031,1.368,0.167,0.289,0.531,2.449,0.334,0.08,0.2817,0.3711,CAUTION,1,ZONE_B
2026-03-01 06:46:50,1049.09,6.686,1.446,15.288,2.352,2.317,5.282,4.1,0.583,0.59,3.302,6.686,0.829,1.2077,1.446,0.9262,CRITICAL,2,ZONE_C
2026-03-01 00:24:46,78.48,0.105,0.0447,1.819,0.022,-0.031,0.094,0.046,-0.025,0.033,0.038,0.105,0.041,0.0132,0.0447,0.1155,NOMINAL,0,ZONE_A
2026-03-01 01:02:44,129.68,0.122,0.0436,0.754,0.015,-0.028,0.111,0.05,0.001,-0.013,0.032,0.122,0.013,0.0031,0.0436,0.3195,NOMINAL,0,ZONE_A
2026-03-01 08:00:44,998.77,6.796,2.0201,13.9,1.569,1.465,5.586,3.872,1.133,0.772,2.147,6.796,1.371,0.7135,2.0201,0.9566,CRITICAL,2,ZONE_C
2026-03-01 02:00:08,142.8,0.153,0.0411,0.809,0.013,-0.014,0.127,0.085,0.003,0.024,0.019,0.153,0.024,0.029,0.0411,0.2956,NOMINAL,0,ZONE_A
2026-03-01 08:54:16,1058.75,7.695,1.6993,17.823,2.665,1.746,5.146,5.721,0.396,0.865,3.186,7.695,0.951,1.0198,1.6993,0.8352,CRITICAL,2,ZONE_C
2026-03-01 00:28:12,161.94,0.15,0.0281,1.083,0.005,0.024,0.139,0.055,0.011,0.048,0.024,0.15,0.049,0.0032,0.0281,0.0821,NOMINAL,0,ZONE_A
2026-03-01 00:09:30,117.72,0.171,0.0488,0.568,-0.022,-0.017,0.142,0.096,-0.017,0.014,0.028,0.171,0.022,0.0074,0.0488,0.1349,NOMINAL,0,ZONE_A
2026-03-01 03:38:58,643.44,2.316,0.335,3.946,0.449,0.299,2.1,0.976,0.293,0.154,0.539,2.316,0.331,0.0857,0.335,0.4203,CAUTION,1,ZONE_B
2026-03-01 04:29:54,583.03,2.558,0.2281,4.718,0.417,0.488,2.225,1.262,0.137,0.072,0.642,2.558,0.155,0.176,0.2281,0.4359,CAUTION,1,ZONE_B
2026-03-01 00:09:26,212.83,0.114,0.0577,1.19,0.001,-0.005,0.114,0.003,-0.023,0.014,0.005,0.114,0.027,0.0031,0.0577,0.2219,NOMINAL,0,ZONE_A
2026-03-01 04:51:42,593.47,2.316,0.4888,3.746,0.479,0.369,1.917,1.299,0.165,0.086,0.605,2.316,0.186,0.2012,0.4888,0.4279,CAUTION,1,ZONE_B
2026-03-01 05:48:06,457.04,2.456,0.4072,4.339,0.664,0.463,2.012,1.409,0.33,0.225,0.81,2.456,0.399,0.08,0.4072,0.4188,CAUTION,1,ZONE_B
2026-03-01 06:45:54,1050.16,8.993,1.3655,15.592,1.773,2.735,6.636,6.07,1.165,0.862,3.26,8.993,1.449,1.1656,1.3655,0.7691,CRITICAL,2,ZONE_C
2026-03-01 08:19:52,877.16,7.588,1.1904,9.083,1.318,2.365,6.033,4.602,0.987,0.613,2.707,7.588,1.162,1.0871,1.1904,0.85,CRITICAL,2,ZONE_C
2026-03-01 06:00:04,576.79,2.656,0.3474,2.5,0.419,0.429,2.042,1.699,0.057,0.155,0.6,2.656,0.166,0.1758,0.3474,0.3734,CAUTION,1,ZONE_B
2026-03-01 02:59:16,78.4,0.165,0.0255,1.183,0.017,-0.009,0.153,0.06,-0.015,0.034,0.019,0.165,0.037,0.002,0.0255,0.26,NOMINAL,0,ZONE_A
2026-03-01 05:59:14,488.76,2.057,0.419,6.176,0.26,0.323,1.573,1.325,0.113,0.089,0.414,2.057,0.144,0.1805,0.419,0.6081,CAUTION,1,ZONE_B
2026-03-01 07:18:00,1138.22,8.548,1.5503,15.763,1.435,2.671,6.11,5.979,0.878,0.458,3.033,8.548,0.99,0.6706,1.5503,0.968,CRITICAL,2,ZONE_C
2026-03-01 04:02:12,552.79,2.583,0.4415,5.275,0.361,0.334,2.335,1.105,0.159,0.236,0.492,2.583,0.285,0.1833,0.4415,0.6041,CAUTION,1,ZONE_B
2026-03-01 06:58:06,951.12,6.422,1.6887,8.1,1.627,2.869,4.454,4.626,1.134,1.009,3.298,6.422,1.518,1.3423,1.6887,0.771,CRITICAL,2,ZONE_C
2026-03-01 04:40:10,493.42,2.199,0.4034,3.805,0.507,0.454,1.726,1.362,0.155,0.071,0.68,2.199,0.17,0.1037,0.4034,0.3816,CAUTION,1,ZONE_B
2026-03-01 04:51:06,466.63,2.31,0.4449,4.02,0.541,0.313,1.798,1.45,0.396,0.111,0.625,2.31,0.411,0.2025,0.4449,0.4829,CAUTION,1,ZONE_B
2026-03-01 01:00:48,129.52,0.11,0.0494,0.893,0.012,0.008,0.107,0.026,-0.017,0.021,0.014,0.11,0.027,0.0119,0.0494,0.2261,NOMINAL,0,ZONE_A
